Review,Rating
the dragons here are great they like giant egg rolls.  over the food is pretty good the atmosphere is nice but it's a very small,4
"do:
-print out a two-fer-one burger coupon from the yelp website!
-load up your burger with random toppings, sauces, etc. 
-order a pint of shocktop for $2 at happy hour! 

don't:
-expect much on the burger... yes, lettuce, tomatoes, pickles, & onions count as 1-topping each.  defeats the purpose of ""choice of 4 toppings"" with burger (included in price). 
-order the wheat bun... too dry even after i holed out the center of the bun.  
-forget to order a sauce to off-set the dry-ness.  btw, it's +$0.75 extra. 

service: *** [fast & efficient, but nothing else memorable.]
ambiance: *** [noisy, but expected from a burger joint.]
food:  *** [burger meat cooked ""med-well,"" not at my request.]
price:  [print the coupon!]  
overall:  *** [semi-juicy burger on a sorta dried wheat bun... it didn't get all over the place, so it doesn't belong in my face!] 

3-stars is fair.
nuff said.",3
"great all around!

this is a very special place!  excellent food, friendly service, and fantastic presentations. it's definitely worth the trip from the strip or downtown to experience a great dining experience at a very reasonable price. can't say anything bad about this spot, one of my favorite stops when i'm in vegas!",5
"let me start by saying, i liked this place very much. i've been to the market; although a limited selection and somewhat pricy, i have enjoyed what i purchased. i like where they are trying to go with the concept of this place, but the delivery is severely lacking.

i went to their ""movie in the meadows"" event last night to watch elf with a couple of friends and this review is specifically for that experience.

no food trucks as advertised, but they were serving their own food which was their ultimate undoing. we jumped in line 45 minutes before the movie was supposed to start thinking that would be plenty of time. spoiler: it was not. the wait to order and receive food ended up being over 1.5 hours. they started the movie while many customers were still waiting on their food that was ordered so we all ended up missing half of the movie. 

my friends and l all ordered the tri-tip grilled cheese and tomato soup. we watched the grilled cheese sit on the griddle for like 25 minutes. it's almost un-american to not know that grilled cheese takes around 5 minutes to make. we also watched one of the cooks put a sheet pan on the floor and then use it to cover our sandwiches to melt the cheese. all of our sandwiches were burned to hell and mine did not have any tri-tip at all. it was so overcooked, the bread just crumbled like bitter dust. the chimichurri on the side was also very weird tasting. they were sold out of hot apple cider, among several other items. the soup was ok, but extremely hot and burned my mouth. clearly, that one was my fault. 

they were charging $20 for bean bag rentals which is just nuts. i saw one at target selling for $15.

i don't even think they did the ugly sweater competition, but i could have missed that while waiting for food.

they need far better kitchen management before trying to pursue this type of event again. if you didn't get food, this might have been an ok experience, but that totally spoiled the night for us.

i don't mean to be cheap about it, but honestly, i feel like my friends and i should be refunded $54 ($24 for 3 tri-tip grilled cheese & $30 for 3 groupon movie tickets).",1
pretty good little 24 hour diner.,3
always consistently fresh coffee and friendly service.  highly recommended!,5
i spoke to the owner phil and he was very apologetic and understanding.  i will defiantly be back and was glad to get a call back from him.  its unfortunate that we had that 1 bad day but overall all of our other trips to zipps have been awesome.,5
"we gotta luv-it!! on a hot sunday..gotta have custard ice cream.   we ordered a luv-it special and a sprinkle special.  must say it was delicious! ! small place near the corner of ""og"".  will come back for more! !",4
"wow  wow wow. great ice-cream and pure fun to eat.   our group ordered the following combos

1. cookies and cream cookies with strawberry cheesecake ice cream with hot fudge on top

2. peanut butter cookie and white chocolate macadamia nut with butter pecan and heath bar bits

3. chocolate chip cookie white chocolate macadamia nut salted caramel fudge ice cream with heath bar pieces

the ice cream is rich and thick.  the cookies are satisfactory. the chocolate chip was similar to a basic  toll house recipe. which i find rather boring   the blandness of that type of cookie is a good platform for the ice cream 

the strawberry cheesecake ice cream had chunks of strawberry cheesecake in it. the taste was excellent 

the butter pecan was lacking in flavour ..... would give that flavour a miss next time

the real winner was the salted caramel fudge ice cream. the caramel was so warm and inviting and then the super huge chunks of fudge were amazing. 

the heath bar tipping added that extra toffee taste the was ""the icing on the cake""

the fudge on the strawberry cheesecake combo didn't add much to the dessert. also made it near impossible to pick up. although ordered on the side (if possible ) and dunking the cookie ice cream creation sounds rather like a good option. 

the servings are really generous and the three of us left with a sugar overlaid. next time i am going to share one",4
needed a plumber for a plugged up sink in my residential investment property.  for two days i made appointments and the companies called and canceled for a bigger job or just didn't show at all.  i saw the reviews for rooter ranger and called around 2:00 pm. not a problem and could be there that afternoon between 4 - 6:00 pm. at 5:00 pm danny the plumber called and informed me of his location and informed me of his eta.  at 5;30 danny arrived.  he was totally professional and very knowledgeable.  we looked at the problem and danny explained what it needed and he went right to work. danny fixed the problem and explained what had caused the blockage.  he explained also about a preventative procedure that i needed in an older home.  the best part was it was done for $ 59.00!  i'm sold on rooter ranger and will always be asking for danny!,5
"updated on 9\/12\/2017

i am still a regular here the staffs here are nice and they do a great job to my fur baby. happy customer here.



i have been coming to aunt donna monthly for shadow now more than 2 years since the groomer at petsmart dropped from dog from the grinning table and i am very happy with their service. no complain here i love my baby and i make sure they are skilled and gentle with him.

they are always booked for the day so call ahead of time.",5
enjoyed the lobster & shrimp tacos. nice spot for people watching. service was a little bit slow but we weren't in rush.,4
"this place is located off the i-17 outside of phoenix. there are a lot of empty shops and there's a couple of stores that are worth going to. they are opening up a coach store in october 2011 and even one for the mens.  i like the fact that there are misters to keep cool during the summer.  best avoid on weekends if possible, because when you try to exit the outlet near the gas station, good luck getting out, there is no light and you can be stuck just waiting for it to be safe to cross traffic (if you have to go towards the freeway.   nike store, guess factory outlet and now the under armour store are favorite stores.",3
"they have old rasputin on tap! for my fellow dark beer lovers you must try this, it's soo much better on tap than from the bottle. they also have plenty of other great beer on tap.

i like to stop in here for one or two drinks before going to common market. i love to see all the artwork and just chill out. the bartenders are pretty nice folk.

other than the art and awesome drinks, it's really not my kind of place. i seem to be more comfortable being unknown here, at least by other patrons. the bartenders know my drink when i'm there however.

bottom line, if you like art and good booze, go! it's quite ace.",4
"i usually enjoy traveling through clt airport.  it has a nice layout and the terminals have good food choices.  when i have layovers, i usually think of clt because they have cool place to just chill out and the places in between the terminals have ""outlets""...yaaaay!!  it always seems that my connecting flight is always far away from each other, so you get a good workout for sure.  if you can't take the walk - you can catch a ride.  the workers at tsa and around the airport are usually friendly.  

i recommend clt as a nice hub to travel through.",3
"went to la khaima last saturday based on the reviews i saw online.
the welcoming staff was friendly, the deco was original (to say the least), and it was obvious that the waiter did not follow any basic 'restauration' training; probably à friend of a relative of the owner or something. but that wasn't really an issue..

'can i see the menu?'
'we don't have one. we cook one meal per day, and we offer it to our guests.'

still not an issue..

the lentil\/ginger soup was ok. nothing to write home about, but ok.

the vegetarian plate i ordered?
we were 2. there was enough food for 6 people.

the issue? no flavor!!
couscous and chick peas in sauce and sliced tomatoes. not even a hint of salt, not to mention other spices (or lack thereof).

so here comes the mint tea.
pre-sweetened. did anyone ask me if i wanted sugar in my tea?

won't be going back.",2
"i came here a long time ago back in university. since i was in the area, i decided to pop in to try it again. the ice cream was just as good as i remembered it. 

food:
they always have very unique flavours. i like their roasted marshmallow but it tends to be a tad too sweet so this time i chose the carobe mint. it was really good, the mint flavour is very fresh and balanced with the carob chocolatey flavour.  ice cream texture is rich and creamy. it's always hard to choose the flavours since there are so many unique ones. 

atmosphere:
homey small ice cream shop with some table and chairs and a patio for you to enjoy your ice cream.",4
"long lines in the drive through, horrible service. the girl in the window never even acknowledged us. never return.",1
"i don't generally even drink coffee. just every once in while. but i've seen cafe olimpico frequently touted as the best coffee shop in montreal on several lists so i decided to give them a try.

i got the americano which is basically black coffee. i wanted to experience the best coffee grounds montreal had to offer. i was not disappointed. this was the best coffee i've ever had. the brew was rich and deeply dark brown. the aroma was intense. the drink went down smooth. this was everything i've ever wanted in a cup of coffee.",5
"highly recommend eating elsewhere and coming here for what they do best - sweet treats. 

the food was passable. the burger was of the frozen and cooked in a steam table variety.  think your school cafeteria - the kind of patties with little bits of gray sludge on the patty. the hot dog was actually pretty good, despite i'm guessing it's kept in a steam table\/water also, as the bun was very soggy after a minute or two. fries were awful. choose bagged chips. 

i passed on ice cream but my kids loved it!  they raved. my older son had a chocolate shake, which was huge. i tried a small bite and it was pretty okay. mild chocolate flavor, which i prefer. my younger son had a cup of mint chocolate chip. i didn't care for the flavor at all. personally, my big hang up with the ice cream was the texture. it's just different. that doesn't make it bad, just for me, it was off putting. clearly, this is a lower fat product vs a premium ice cream. more of an ice milk if you recall that type. just not my thing, but that's just me. 

the best part of the trip, and the reason i would take my kids back (just for ice cream) was the experience. really nice, down to earth people - staff and customers alike. it was fun just to sit in the old booths and watch everyone's ice cream creations go by. it's hard to look grouchy with a huge ice cream cone in your hand. the fudge cake and banana splits were especially crowd pleasing. worth a stop for sure.",3
"on a friday night, my family of seven decided to go out for dinner without reservations.

red lobster had a wait time of 90 minutes.
carrabas wanted us to wait 45 minutes.
neither was my pick.

so when my cousin suggested sushi, i almost did a back flip.

hon machi seated us within 10 minutes. the wait is much longer if you want tepanyaki grill seating, but we just wanted sushi.

hon machi nails the simple rolls, and their eel rolls are to die for. i typically don't like eel rolls. they generally are too warm and taste kinda off. but hon machi makes them fresh, with warm eel and cold rice.

the only item i didn't enjoy was the seafood dynamite, which i considered a disgusting affront to all things sushi, even americanized sushi.

the green tea ice cream made a lovely dessert, and hon machi has premade rubber-band chopsticks for kids. my niece and nephew really enjoyed eating like grown-ups.

overall, we gorged ourselves (five adults and two youngsters) for $180.",3
"this is a lovely place for a sunday brunch.  i was invited to a paint party bridal shower here a few weeks ago. i ordered the omelet with the toast and it was perfectly cooked. service was ok, we didn't all get out food at the same time.  portions were large and food was hot and delicious. parking was not great but nothing in that area is. 
i would love to go again.",4
"the new scotsdale location is everything i like about cpc cranked up to 11.  the location is bigger than the ones on university and in mesa.  they have a good sized patio and a pretty spacious interior that is shiny and new. while still delivery some tasty pasty as always.  we stopped in for lunch the other day and the service was terrific.  the wait seems to be about on par with the other locations. it's not the quickest place to stop for something to eat, but it a great choice.  this location actually has appetizers on the menu which should help out a bit for those who are more impatient and or hungry.

try :
- vegetarian cottage pie
- eggplant parm",5
"zac is the man! he helped my wife and i find the perfect toy hauler for us. he was very patient with us and answered all my questions without any hesitation, even answered me on his day off! he gave us one heck of a deal and made sure we were taken care of before leaving with the trailer that day.  zac is at the phoenix location and will definitely go above and beyond for you and making sure your completely comfortable with your purchase.",4
"i had high hopes for this place but a bit dissapointed after today. 

pros) love that they have almond milk. so great for those with dietary restrictions, like myself
2-love the decor. super cute throwback vibe long tables and plenty of seating
3-great coffee
4- great music 

cons 
1- why is it that literally every time i'm here there is 1 barista and one cashier on. takes way too long 
2- - i have walked out of here based on my observation of the line 10-12 ppl deep. 
3- i asked for beverage extra hot.. it was lukewarm.... sigh 
4- pricey. 

moral of story. please get more staff and i'll come here more often vs starbucks!",3
"this year was our third year attending the loch norman highland games at rural hill. every year, the event and the venue have been great! the space itself is large enough to not feel crowded, but small enough that it is difficult to get lost. the other part that has impressed me every time, is how well the staff keeps up on keeping the grounds clean. not an easy feat when you consider the number of people eating and drinking while walking through the grounds. 

though we have not yet taken the opportunity, we will definitely continue to consider attending other events here in the future.",4
"i think bear rock gets lost among the shuffle of other sandwich restaurants like subway and quiznos. it might be a little more expensive then other sandwich shops but the ingredients are always very fresh and there are a lot of options on the menu. soups, sandwiches, salads, baked potatoes and pizzetas are all over the menu. there are also a variety of combinations to chose from. i personally really like the moose, rising sunflowers, rockslide, and bear cristo. the honey mustard that comes on each sandwich is really good and a nice change from mustard and mayonnaise. i would give bear rock a shot if you've never tried it.",4
"okay, so my son and i went to rs last friday night. he got the biggin' and i got the 4 rib plate. and that where things got crazy..........

it's been 5 days and i am still struggling to figure out where to go with this review. some of what happened was 5 stars and more. some of what happened was 1 star and less. so i will keep it simple; my son's biggin' was incredible! my 4 rib combo was okay. i would have liked more flavor, both smoke flavor and seasoning flavor. the service was a mix of being both incredibly entertaining and incredibly bad.

bottom line; although our visit didn't go as well as i would have hoped, when all was said and done they did their best to make things right. it's a great little ""mom and pop"" q joint that is feeling the blessing\/curse of yelp and lv weekly notoriety. i have no doubt they will pull through and i have no doubt i will be back.",3
people are really friendly and helpfully. the cream cheese is thin spread and expensive.  coffee is great and place is really clean. where are the outlets for laptops?,4
"umm, this place is fantastic and i will fight whoever says otherwise. i love the notso fries more than my children and the grilled chicken cobb is huge and tasty and i want to drink the ranch dressing. my daughter loves the spinach salad. we always get good service, they have good prices, and it's just a cute simple sit down and eat kind of place. never change. i love you just the way you are. 
oh, and they always play good music.",4
excellent eats! no nonsense eating are. all about the tacos! a must try for anyone that likes street style tacos!,4
"i have eaten at cheddars years ago in overland park ks and here in chandler. in ks i found the food too salty but in chandler it is less salty so much better. i like eating here: good prices, good food and excellent wait staff.  i eat healthier food so i recommend the under 500 calorie dishes and the regular salmon entry.",4
"unassuming place tucked into gaslight square.
friendly staff.
small patio.
okay it is based on one visit and one dish but the food sucks balls.
green chili pork platter for breakfast .
geezus could you not find a cheaper cut of meat than that fat laden gristle you poured into my plate .
unspeakably subpar.",2
have been coming here for decades... always good.. had an italian hoagie and a slice... hot fresh and delicious... a must for locals and visitors..,5
this place was really good.  great food. good price. trust the reviews. place fills up quick so hurry over.,4
"seriously ..... what is better than drinking a margarita, eating a juicy burger, listening to jimmy buffett's great repertoire (\/rep(r)twär\/), and watching a scantily clad mermaid slide seductively (...... and very awkwardly) down a volcano into a giant margarita glass!!!! i ask you..... what??! nothing. the drinks are strong .... the music is great .... you will leave relaxed, full and drunk. 

watch out for pop tops!!",5
"i love camp!!  the smoked salmon salad is so good, it's become my new #1 craving.  everything is so fresh and flavourful - and the staff is as amazing as the cappuccino.  i was so happy to see that they open for dinner now!",5
"the best sushi i tried in montreal. 
this restaurant is a bit pricy, but food is worth it. the fish is of the best quality, service is top notch. great place to celebrate something or anything, anytime!

love love love their maki rolls!!!


gluten free soy sauce available.",5
"opening shop earlier this year conviction reads like something from a social worker's dream - a high end business intended to be staffed by ex-convicts.  as a fan of great service as much as great cooking i have to say that the concept sold me - how exactly would they pull this off, using largely unrefined servers to deliver a refined dining experience?

arriving ten minutes early my friend and i ascended the narrow stairs up to conviction's beautiful second floor location overlooking king street and were greeted by a very pleasant young man at the hostess stand.  collecting on our reservation the host said they'd ""been expecting us"" and confirmed that he'd heard we made a special request and he would let the kitchen know we had arrived.  led swiftly to a great seat overlooking the street we were both impressed by the unique items being enjoyed by neighboring diners as well as the beautiful layout of the room, art, and tables.  moments later our server arrived - a short, friendly, and somewhat flamboyant fellow - who delivered menus and offered drinks.  clearly somewhat new on the job, especially the brunch (by his own admission,) i have to say that there were many aspects of the service that were less than perfect - menu descriptions inaccurate and water refills slow and requiring repeat requests, but overall it didn't distract from the meal and everyone we dealt with was very pleasant.

waiting approximately 25 minutes before my first dish arrived i can most assuredly say the wait was worth it.  complexly entitled foie gras casserole with maple syrup glazed sweetbreads, boudin noir, grapes, pineapple, and  truffle foam this amalgam of high end ingredients was small in portion yet enormous in taste, texture, concept, and ""wow factor.""  featuring high notes most predominantly from the maple syrup and the pineapple with powerful base notes from the crisp sweetbreads and unctuous foie plus a lingering truffle ""breath"" and the savoriness of the sausage it is hard to imagine the experience without tasting it, but the only dish as complex that i've experienced recently was the egg-jar at the modern.  sweet yet earthy, fatty yet vegetal, crisp at times and other times smooth as silk - all in all brilliant and a different experience with each bite.

enthralled with appetizer it was only a short time before the main dishes arrived - for my friend the omelette pizza à l'éspagnol with ashed goat cheese (a dish i unfortunately failed to taste as i gushed over my own dish and she finished this rapidly and happily) and for myself the pain perdu sandwich with seared smoked pork loin and maple syrup.  an enormous dish featuring two thick slices of buttery brioche that had been perfectly pan caramelized the sandwich housed two thick slices of smoked peameal crusted pork loin and was then doused in fresh maple syrup, fresh fruits, and a pomegranate reduction.  as one might imagine given the ingredients this dish was fantastic - a flawless concoction of sweet and fruity, buttery and crispy, and salty and savory.  enormous in portion and weighing in at only $17 i would personally consider this one of the best dining deals i've recently experienced and would strongly recommend it to anyone who loves french toast, pork, or simply great food.

with neither of us ""stuffed"" and both of us very happy with the food and experience so far we decided to split a dessert and requested the order be somewhat expedited given the time (around 1:20 when we placed the dessert order.)  arriving in only ten minutes we were next served bread and butter pudding, chocolate ice cream and crème anglaise.  the most ""classic"" of the dishes of the afternoon, this dish once again impressed the eye and the palate.  featuring two heavily buttered slices of croissant pudding topped simply with chopped strawberries and creamy anglaise and served in a pool of melting chocolate ice cream i have to admit that this was an excellent bread pudding but i personally would have opted for a somewhat less dark chocolate to avoid overwhelming the nuances of the pudding itself.  as it turned out, though, my friend loved the ice cream while i indulged in the pudding.

finishing up the meal i paid the check and thanked our server for the excellent meal - he assured us he would pass the compliments along to the kitchen, as well.  after a quick trip to the restroom we made our way down the stairs still reminiscing of the wonderful food and were en route to the air canada centre by 1:40 - perfect timing that put me in my seat only 5 minutes before the ceremonies began.  cheers to a chef willing to take chances, both in his food and in his service, especially in today's economy - having had a number of great meals in the past years i can say without a doubt that i'd take breakfast at conviction over anything that nyc or chicago has to offer and i look forward to whatever chef thuet decides to do next.",4
"never going anywhere else for a wax again. hard wax is amazing and doesn't hurt nearly as much!! it is a bit on the expensive side but i'll happily pay for it because the cleanliness, professionalism and not too much pain make up for it.",4
"i was with a tour group and expected the experience to be nothing memorable...but i was pleasantly surprised to find this to be a first class dining experience. even though with a group, there was great beverage service followed by a 3-course meal with a varied choice for each course. service was prompt and attentive. the food was among the best i had in any restaurant throughout the u.k. i will be back in edinburgh next summer and this is on my ""must-go"" list. the noise level is rather high was my only complaint.",5
"eric s.

keith at southern spirits has a remarkable knowledge of spirits at various price points, and is committed to finding the best choice (not always the most expensive) for each customer's request. i've always enjoyed keith's recommendations and would not have found those bottles on my own. friends from out of the area have tried some of keith's recommended bottles (looking at you lot 40 rye) and have gone home to search them out for themselves. all in all, a great store and an outstanding staff.",5
they were busy and i have problems with my legs. they weren't able to show the gracious ability to make sure that i was happy with the experience. so my advice is not to go there unless you are totally healthy. besides that. .the food certainly wasn't that great. no more for me . i'll go back to the great service and good quality of our favorite pizza place,1
excellent food! lots of great options. went for brunch and had the eggs rancheros. highly recommended. can get a little loud in the restaurant and sunday brunch is really busy!! don't plan to go with more than 2 people.,4
"food was solid --- specifically the bread and the french onion soup.  that french onion soup was the best i've had in a long time --- always hard to get the balance on the broth but they nailed it. 

i had the pot roast after hearing a lot about it on yelp.   i mean it was good but i wouldn't use the term ""amazing"".   my husband had the burger which he said was pretty good. 

also it took a very long time to get our entrees out --- i think our waitress forgot to put it in maybe? who knows. 

good food.  i would come back!",3
"i had both an incredibly positive experience, and then a very negative one so i'm not sure what to think.

1st visit - was recommended to this shop by a friend. the guys were friendly, and got me booked in quickly. they diagnosed a broken wire in the abs harness and had me out the door for a very reasonable cost.

2nd visit - brought a different vehicle in for an oil change and check over. the oil change was quite expensive, but i wanted the inspection so i didn't balk too hard at the price. despite showing up early for my appt, and the shop being empty, the service took about triple the time it should and since i didn't have time to wait for the estimate for repairs i was emailed with it the next day. i found it odd that it was quoted in a couple sentences, not broken down by lines with parts and labor costs like every shop i've ever seen. 

here's where i have the issue - i am an ase certified technician myself, in addition to also having many years of experience writing estimates and having access to mitchell (the industry standard program for costing labor). i am in the oil industry now and don't have a lift - this is the only reason i didn't just do it myself. 

the price i was quoted was more than double what the parts labor cost should have been, and it was clear that things had been charged twice. (ie: if you're changing ball joints at the same time as an axle you don't charge for splitting the spindle twice, since it's already apart.) i had a friend at another shop quote the exact same repairs with full retail price and it came in at half. also, i was told my belt and pulleys should be changed due to a noise it made at idle for hundreds of more dollars - the actual source? loose plastic tab on my grille. fixed with one 10 cent screw.

bottom line: they do quality work, but be very careful and get a second opinion with their estimates.",2
came all the way for this. and i should order 10 to go and bring it back to seattle. very good fries! love the cheese burger !,5
"i had a spring salad and my friend had a welcoming breakfast. both of them are great! if they can use a bigger bowl for salad , it will be better because it is hard to toss the salad in a small bowl.",4
"mom donc midwives is where i go for well woman check ups.   i love the ambiance, streamlined process and the midwives are awesome.!",5
literally the best philly cheese steak i've had in my life. they stay open pretty late too,5
wait staff is rude and more focused on talking to each other behind the bar. service is slow. on the plus side this is a good place to see live bands if you can deal  with the club music played on breaks. the overall atmosphere is nothing like it used to be when it originally opened. where is jon taffer from bar rescue when you need him?,1
"great, family friendly place to beat the heat this summer  workers are great and attentive as well as the coaching staff for figure skating and hockey is amazing! i highly recommend bringing your son or daughter who wants to learn how to skate to come and take our 8 week learn to skate program or even start taking private lessons.. the pro shop is usually always stocked and if they do not have something they are happy to order it for you right away . come on down and find out yourself how great lvic really is  very inexpensive as well",5
"when i first heard that john hiatt would be playing at the carnegie library in munhall, i thought ""you've gotta be kidding me.  why is one of the most gifted songwriters in all of pop\/rockdom playing at a fricking library?""  see that's how wyep billed it.  like darren w. states, this place is a well-kept secret.  i'd never been to the carnegie library of homestead (which is actually in munhall).  so what i didn't know was that it's a beautiful 1,000 seat auditorium.  

everything about this library including the music hall harkens back to the gilded age.  built in 1898, the music hall mainly  hosted local community shows, church productions, and graduations.  . but seeking to draw more visitors from outside the neighborhood -- and help the independent library's bottom line -- library officials decided to start booking major concerts at the music hall.  it was renovated in 1998 and since then has hosted such acts as hiatt, patti smith, bare naked ladies, toad the wet sprocket, etc.  lindsey buckingham, drive by truckers, and jon anderson (formerly of yes) are all slated to play here later this year.

the building itself seems to be of a baroque design, common to public buildings of that era.  i'm no architectural expert, so correct me if i'm wrong.  the performance space is quite amazing.  when entering, i was taken by the huge curtain acress the stage and the illuminated proscenium arch overhead.  there are a few drawbacks though.  first of all, parking around here is v-e-r-y limited.  they have no lot, so you have to park on the street.  second of all, refreshments here are very limited too.  they set up a temporary bar for each show.  third of all, the seats are all wooden so they get a little uncomfortable after awhile.

as for john hiatt, i think the trib live described him best, stating that while you might not know his face nor even heard of him, you've probably heard his songs.   bonnie raitt had a  hit with , ""thing called love"" (though she really altered it). ""riding with the king,"" was a hit for  b.b. king (appropriately, though ""the king"" is a reference to elvis presely) and eric clapton as a duet.  others including 
kenny rogers, jewel, delbert mcclinton, joe cocker, mandy moore, and linda ronstadt have had hits with hiatt's songs.  even jon bon jovi did a version of   ""have a little faith.""

hiatt's songs are well known for their wry wit.  one of my favorite verses in all musicdom is from ""slow turning"":  ""and i'm yelling at the kids in the back\/'cos they're banging like-a charlie watts"".  hiatt likes to name drop in some of his songs.  ""shredding the document"" mentions both larry king and oprah winfrey.  anyway, hiatt tours extensively and he seems to be an old pro at performing live and that's a good thing.

you know an artist is still a vaiable songwriter and performer when you stick around for his new material.  he did some  songs from his new cd ""dirty jeans and mudslide hymns"" which were just as good as anything else he's recorded.  and of course he went through a lot of his classic songs like the aforementioned ""slow turning"" plus ""memphis in the meantime"", ""thing called love"", and ""cry love"" among others.  

opening act was big head todd & the monsters, probably best known for ""please don't tell her"".  todd & co. delivered a rollicking good set too.  

i'm at the point now where i'd rather see a show at a venue like this than fork over megabucks for a concert at some mccorporate-name-of-the-month shed.  i'm glad there are still great alternatives to shows sponsored by live nation.  come check out a show here at the library some time!",4
"we live near chef flemming's bake shop which is not necessarily a good thing for my hips; however, my attitude is ""if i'm going to eat sweets, they better be good sweets!""  the pastries are the best i've had anywhere in the world.  friends say, ""shouldn't we share one?""  no, we should share two or three.  i love the cheese danish (more than anything), and my husband's favorite is the cinnamon roll.  the fruit pastries are delectable.

my parents were visiting last weekend, and my mother wanted to pick up some things to take home.  i'd never been in on a monday and discovered something new, salt rolls.  these are large, sandwich-sized rolls with an outside crust firm enough to tap on, an inside that looks, feels and tastes like manna from heaven, and a light sprinkling of coarse salt just on the top.  my mother and i took them home and made fresh tuna salad for sandwiches.  it was delightful.  i went back tuesday and bought the rest (they were now in the day-old basket.)  chef only makes them on mondays, but he said he will make them as a special order anytime.  salt rolls are my new addiction.  i'm off to buy some italian cold cuts and good cheese today to surprise my husband with a most magnificent sandwich.  i told chef fleming, ""this is, like, the best bread ever.""  he smiled patiently, as he always does.

i love having an impeccable european bakery nearby.  it makes me feel very sophisticated.",5
"authentic, filling and i believe it's owned by vietnamese folks. soup base is fresh and served hot.
lunch time got busy fast and we soon discovered this place draws in a lot of hungry fans during this peak hour.

i regretted ordering the fresh shrimp rolls, all i tasted was mint the whole time. should've stuck to our all time favourite, the fried spring rolls. next time for sure.

nothing really out of the box with expectations but getting what you paid for lands this place as my nearest go to pho restaurant.",4
"oh the glory days back at four peaks! i loved this place when i lived in tempe. i was there at least once a week, and i always go when i visit. all their food is excellent including their desserts. the spinach and artichoke dip and the fish and chips are super good. the peach beer which is seasonal is amazing and refreshing. the patio is one of the nicest places to sit, so chill.",5
fun place in fashion show mall!  i got to people watch while nicole pampered my feet and made them beautiful!,5
absolutely love this place! especially the one near 7th st bell area! they have a drive thru that is fast and convenient! great home cooked meals which i love when i'm in a hurry! also love the buy one get one free that i can use saturdays!:),5
i usually see the pa linda rosenberg.  she is great.  she listened and helped me with my back problem.  my parents have both had good experience with dr. wickler,4
great local sandwich shop that caters to the greater tempe area. that creative combinations of sandwiches are delicious!!  i highly recommend trying their lunch or breakfast.,5
"have been to ilios a handful of times. i went last night and it has definitely gone down hill. the ceasar salad was below average. i then ordered the ravioli and mushroom dish and it was lacking taste with enough cream to feed a small village. my wife ordered the vegetable soup and it was so spicy she just took two bites. my daughter got the calameretti (sea scallops, gulf shrimp, whitefish, octopus, saffron-tomato broth) - the dish smelled way too fishy and was in a thick tomato paste. definitely not a broth. at this point would guess we don't go back unless hear from friends that it's back on track...",2
had an awesome experience with customer service the server and waitress were super prompt and friendly i was unsatisfied with my original order and the manager was very accommodating and followed up to make sure things turned out well and  sure enough it has!!!,5
"this place is gigantic and has things that i have never seen in orange county,ca. all their baked goods looked amazing. i came in here with my dad and they didn't have the flavor muffins he wanted. he decided to get his second choice flavor, but because they didn't have his first choice they gave him the muffins for free. so awesome. thanks whole foods!",5
"what can one say when the parking lot presents many obstacles ranging from gas pumps, power poles, and above all else other patrons.  it's a mine field but one has to negotiate if your want all manner of sundries.  

on a recent visit i had a gentleman back into my vehicle and together we were able to handle the situation in a gentlemanly fashion.  i have to blame that one on pilot error and not so much the p-lot.  

on my most recent visit, i had to dodge those coming and going but will chalk it up to the morning rush.

what makes this location particularly appealing is location, location, location....cheyenne & 215.

the other factor which makes the running the gauntlet worth it is the employees.  the prices are so so and need i say again one runs the risk of striking or being struck but as far my own experiences have shown me, is the employees are with smiles and friendly.",4
"deserving a solid 4 for the food which trumps any other consideration on yelp, i deducted a point for slow service on a sunday afternoon while waiting to fly out of phoenix. as a korean american, i can smell out good dishes at most korean restaurants. the jjajjang myeon -chinese brown sauce noodles -were the feature dish though you wouldn't know it except for the korean-chinese description of the restaurant. the chinese have lived in korea as a minority community since at least ming times as refugees from the mongols. the chinese food in korea -aka korean-chinese food is a slight variation of northern chinese cuisine which is based on wheat and noodles over rice. jjajjang myeon is a close sibling to peking sauce noodles and this version was excellent with noodles made fresh on premises and cooked perfectly al dente. the tang soo yuk -a kind of sweet\/sour dish with batter fried pork or beef was different from the usual presentation as it used fresh fruit -lemon and berries -to enhance the acidity. the meat was a little tough but overall great. i had the naeng myeon is a cold noodle dish with chewy capellini grade buckwheat noodles and a cold beef broth that is vinegared and garnished with sliced radish and beef was excellent. the kalbi was presented with a 3 inch section of beef rib with the tender meat cut into bite sized chunks was savory and very soft but a little too sweet -most people (non koreans) will love this dish. the ban ch'an -the side dishes were average but clean and fresh. 


don't go here for atmosphere -they have several flat screens running k-drama and the evening korean news cast. the food was slow -the chief had to make a fresh batch of noodles apparently but all the main dishes were perfect. 

i wish we had more of these in cleveland.",4
"had dinner with friends.  i was skeptical as i had read bad reviews from a couple of years ago, all pertaining to the service.  we all ordered the boneless ribs and i had the mac and cheese as a side.  the food was excellent and our server asha was awesome!!  she was very attentive, friendly and had a great sense of humor!   i will be back!",5
"* directed a concert here in 2015. awesome state of the art tech!
* wall to wall led wall\/back drop. 
* flexible tech and eqpt.
* awesome tech director and team!
* very supportive to ensure your project's success! 
* convenient location - away from traffic
* huge free parking space",5
